model_seed,n_nodes,v3-time,v3-try,v3-succ,grad-time,grad-try,grad-succ
3626764237,30,0.008069038391113281,1,True,0.0016973018646240234,1,True
1459912758,30,0.018983125686645508,1,True,0.005471706390380859,1,True
2684134795,30,0.0018312931060791016,1,True,0.0017418861389160156,1,True
2018353365,30,0.0019435882568359375,1,False,10.00088119506836,1,False
3826886010,30,0.0016019344329833984,1,True,0.0015761852264404297,1,True
1753000762,30,0.0017795562744140625,1,True,0.0021004676818847656,1,True
2741471010,30,0.002034902572631836,1,True,0.002020597457885742,1,True
1615169227,30,0.849761962890625,1,False,10.337196111679077,1,False
3045732719,30,0.01996588706970215,1,False,0.03559374809265137,1,True
2130335924,30,0.0018839836120605469,1,True,0.0021495819091796875,1,True
1556712020,30,0.0017261505126953125,1,True,0.001983642578125,1,True
213878436,30,0.0015933513641357422,1,True,0.0017559528350830078,1,True
3382666003,30,0.09485936164855957,1,True,0.09866857528686523,1,True
1698267832,30,0.0020635128021240234,1,False,0.002118349075317383,1,False
3382589774,30,0.0017812252044677734,1,True,0.0019388198852539062,1,True
3139777825,30,0.0032541751861572266,1,True,0.0035724639892578125,1,True
1147118478,30,0.0019063949584960938,1,False,0.012413501739501953,1,False
3802013921,30,0.0022652149200439453,1,True,0.0023000240325927734,1,True
1189870525,30,0.001562356948852539,1,False,0.02826380729675293,1,True
1696007684,30,0.0069866180419921875,1,False,10.003626585006714,1,False
2806264278,30,0.0031158924102783203,1,True,0.003204822540283203,1,True
13254449,30,0.001711130142211914,1,False,0.0038254261016845703,1,True
2891197544,30,0.0017995834350585938,1,True,0.0018656253814697266,1,True
3417504466,30,0.0016760826110839844,1,False,0.028030872344970703,1,True
3098642231,30,0.002028942108154297,1,False,0.0077440738677978516,1,True
286674485,30,0.009737014770507812,1,True,0.002048492431640625,1,True
2612077309,30,0.002187490463256836,1,True,0.0022363662719726562,1,True
3720329156,30,0.0015933513641357422,1,False,0.02515435218811035,1,True
3235668932,30,0.0018360614776611328,1,False,0.004268169403076172,1,True
122410350,30,0.0029871463775634766,1,False,0.00648188591003418,1,True
938833031,30,0.0020301342010498047,1,True,0.0020639896392822266,1,True
1706920854,30,0.020223140716552734,1,False,0.02420949935913086,1,True
3873111080,30,0.0015871524810791016,1,True,0.0016515254974365234,1,True
1602679044,30,0.0028738975524902344,1,False,0.0067026615142822266,1,True
1681164307,30,0.0018901824951171875,1,False,0.017924070358276367,1,True
83369363,30,0.0015935897827148438,1,False,0.0014719963073730469,1,False
3285085091,30,0.0019230842590332031,1,True,0.002172708511352539,1,True
896166642,30,0.001786947250366211,1,False,0.006413698196411133,1,False
2944518939,30,0.0029058456420898438,1,False,10.000581979751587,1,False
3083236977,30,0.0018990039825439453,1,True,0.0019352436065673828,1,True
2942000380,30,0.0023081302642822266,1,False,10.000609874725342,1,False
1798379957,30,0.0023131370544433594,1,False,0.011181831359863281,1,True
1195178684,30,0.0016837120056152344,1,True,0.00185394287109375,1,True
293746219,30,0.0021109580993652344,1,True,0.010059356689453125,1,True
1449104328,30,0.002042531967163086,1,False,0.0054929256439208984,1,False
153382776,30,0.0017893314361572266,1,False,0.026668548583984375,1,True
3350456177,30,0.0019083023071289062,1,True,0.001859903335571289,1,True
526656387,30,0.009271621704101562,1,True,0.009647846221923828,1,True
3167953326,30,0.00422215461730957,1,True,0.003628969192504883,1,True
3838538962,30,0.0025162696838378906,1,False,10.009097814559937,1,False
2421098255,30,0.002782583236694336,1,True,0.0028214454650878906,1,True
3482948940,30,0.0024089813232421875,1,True,0.0023453235626220703,1,True
1179716415,30,0.0022840499877929688,1,True,0.002014636993408203,1,True
1809399445,30,0.0022559165954589844,1,True,0.003571748733520508,1,True
1525336390,30,0.0015707015991210938,1,True,0.0017514228820800781,1,True
197238805,30,0.0020449161529541016,1,True,0.0022039413452148438,1,True
1234127757,30,0.0019693374633789062,1,True,0.0019087791442871094,1,True
3281156747,30,0.0019495487213134766,1,False,0.004544973373413086,1,False
1357380893,30,0.0015306472778320312,1,False,0.0034813880920410156,1,True
2918976216,30,0.0019826889038085938,1,True,0.0020933151245117188,1,True
1517716528,30,0.0016357898712158203,1,False,0.022336483001708984,1,True
216583663,30,0.002064228057861328,1,False,0.005235433578491211,1,True
1756440244,30,0.02318716049194336,1,False,0.09393525123596191,1,False
309112133,30,0.0016090869903564453,1,False,0.0018041133880615234,1,False
2741015934,30,0.0016503334045410156,1,True,0.0018646717071533203,1,True
2326364948,30,0.0020961761474609375,1,False,0.0047760009765625,1,True
3696071426,30,0.007727861404418945,1,True,0.016209125518798828,1,True
3792038641,30,0.002115964889526367,1,False,0.013133525848388672,1,True
3508511025,30,0.003641366958618164,1,False,0.005725860595703125,1,True
2689443336,30,0.002684354782104492,1,False,0.1331799030303955,1,True
717140962,30,0.0029189586639404297,1,False,0.007208347320556641,1,True
493109765,30,0.0042722225189208984,1,True,0.002798795700073242,1,True
1866022016,30,0.0013861656188964844,1,False,0.08089923858642578,1,True
2900066250,30,0.05146598815917969,1,True,0.02672719955444336,1,True
1118374533,30,0.04390859603881836,1,False,2.428624153137207,1,True
3090474059,30,0.002103090286254883,1,True,0.0023300647735595703,1,True
3895131220,30,0.0017673969268798828,1,True,0.001737833023071289,1,True
3357240388,30,0.0020020008087158203,1,False,0.003924131393432617,1,True
337038471,30,0.0016908645629882812,1,True,0.0017430782318115234,1,True
757534769,30,0.0051479339599609375,1,True,0.003008127212524414,1,True
193467115,30,0.0017566680908203125,1,True,0.0018558502197265625,1,True
712898123,30,0.0029315948486328125,1,True,0.002827882766723633,1,True
2187464934,30,0.004590034484863281,1,True,0.0062999725341796875,1,True
