model_seed,n_nodes,v3-time,v3-try,v3-succ,grad-time,grad-try,grad-succ
2367894128,10,0.0014338493347167969,1,False,0.01220846176147461,1,False
2752123249,10,0.0011413097381591797,1,True,0.0008113384246826172,1,True
4180028345,10,0.0026078224182128906,1,True,0.0020821094512939453,1,True
2385257474,10,0.0029175281524658203,1,True,0.0028429031372070312,1,True
3054019258,10,0.0008366107940673828,1,True,0.0009613037109375,1,True
3944686744,10,0.0005965232849121094,1,True,0.0007462501525878906,1,True
2476685106,10,0.0006999969482421875,1,True,0.0008454322814941406,1,True
2106594721,10,0.0006842613220214844,1,True,0.0008041858673095703,1,True
2915135144,10,0.10213112831115723,1,True,0.15649080276489258,1,True
3258478862,10,0.011230707168579102,1,True,0.006525278091430664,1,True
2066641098,10,0.0006697177886962891,1,False,0.029282331466674805,1,False
383898114,10,0.039859771728515625,1,False,0.026808500289916992,1,False
3082864234,10,0.0492095947265625,1,True,0.03865861892700195,1,True
581500257,10,0.04718208312988281,1,True,0.0016837120056152344,1,True
2540224747,10,0.0008072853088378906,1,True,0.0008997917175292969,1,True
2972539052,10,0.0064585208892822266,1,True,0.05597281455993652,1,True
2075523272,10,0.0009870529174804688,1,True,0.0009481906890869141,1,True
654821149,10,0.023938894271850586,1,True,0.05228137969970703,1,True
1494334331,10,0.0006034374237060547,1,True,0.0006933212280273438,1,True
3564208496,10,0.0006968975067138672,1,True,0.0009515285491943359,1,True
701235758,10,0.0005640983581542969,1,False,0.0023703575134277344,1,True
4284068126,10,0.0007150173187255859,1,True,0.0008721351623535156,1,True
1904942769,10,0.0007712841033935547,1,True,0.0009849071502685547,1,True
3214198149,10,0.0007193088531494141,1,True,0.0008990764617919922,1,True
181483113,10,0.001522064208984375,1,True,0.0016276836395263672,1,True
2607031078,10,0.004779815673828125,1,True,0.004035472869873047,1,True
541937951,10,0.0007317066192626953,1,True,0.0009043216705322266,1,True
1590650058,10,0.012509584426879883,1,False,10.012779951095581,1,False
3493144209,10,0.003008604049682617,1,True,0.011974573135375977,1,True
2933837465,10,0.0005748271942138672,1,True,0.0007174015045166016,1,True
2412570692,10,0.0007851123809814453,1,True,0.0009129047393798828,1,True
1150871472,10,0.0012607574462890625,1,True,0.001079559326171875,1,True
2779973595,10,0.012954950332641602,1,True,0.013872146606445312,1,True
942800296,10,0.0008776187896728516,1,True,0.0009663105010986328,1,True
3528745571,10,0.0008161067962646484,1,True,0.0009527206420898438,1,True
1017978060,10,0.0007333755493164062,1,True,0.000911712646484375,1,True
1907713158,10,0.0007262229919433594,1,True,0.0008752346038818359,1,True
2849459723,10,0.0011343955993652344,1,False,0.10708761215209961,1,True
3552393999,10,0.0008287429809570312,1,False,0.00998544692993164,1,True
2369513967,10,0.0007750988006591797,1,True,0.0008745193481445312,1,True
2915130709,10,0.0009946823120117188,1,True,0.000993967056274414,1,True
487477466,10,0.0007441043853759766,1,True,0.0008637905120849609,1,True
2670398986,10,0.0007288455963134766,1,True,0.0009214878082275391,1,True
594406436,10,0.0007174015045166016,1,True,0.0009779930114746094,1,True
1472205819,10,0.0007429122924804688,1,True,0.0008594989776611328,1,True
4266425223,10,0.0007612705230712891,1,True,0.0009760856628417969,1,True
1053043511,10,0.0008983612060546875,1,True,0.00099945068359375,1,True
684539485,10,0.00151824951171875,1,True,0.006328582763671875,1,True
2754458606,10,0.0014014244079589844,1,True,0.0013582706451416016,1,True
3406163476,10,0.0007402896881103516,1,True,0.0009419918060302734,1,True
3461885846,10,0.0016264915466308594,1,True,0.001661062240600586,1,True
3233890668,10,0.0006754398345947266,1,False,0.02553415298461914,1,True
2990359926,10,0.0005924701690673828,1,True,0.0007576942443847656,1,True
333052547,10,0.0007810592651367188,1,True,0.0009810924530029297,1,True
3637533062,10,0.0008873939514160156,1,True,0.0009694099426269531,1,True
1181388692,10,0.000820159912109375,1,True,0.0010445117950439453,1,True
1290301938,10,0.0005087852478027344,1,True,0.0006644725799560547,1,True
2138172682,10,0.00164794921875,1,False,0.25257015228271484,1,False
3284577346,10,0.0008363723754882812,1,True,0.0009839534759521484,1,True
3230871153,10,0.001443624496459961,1,False,0.002770662307739258,1,False
885876959,10,0.0006966590881347656,1,True,0.0008516311645507812,1,True
3037585859,10,0.0011241436004638672,1,True,0.0013384819030761719,1,True
4252241705,10,0.0005970001220703125,1,True,0.0007648468017578125,1,True
2197437592,10,0.0012347698211669922,1,True,0.0013241767883300781,1,True
1033286208,10,0.00079345703125,1,True,0.0009407997131347656,1,True
3610537886,10,0.009859561920166016,1,False,0.563706636428833,1,True
