model_seed,n_nodes,v3-time,v3-try,v3-succ,grad-time,grad-try,grad-succ
2367894128,10,0.031815290451049805,1,False,0.12296032905578613,1,False
2752123249,10,0.004643917083740234,1,True,0.0008440017700195312,1,True
4180028345,10,0.0020990371704101562,1,True,0.0018954277038574219,1,True
2385257474,10,0.0026023387908935547,1,True,0.002615690231323242,1,True
3054019258,10,0.0005612373352050781,1,True,0.0006625652313232422,1,True
3944686744,10,0.0004930496215820312,1,True,0.0005869865417480469,1,True
2476685106,10,0.0007901191711425781,1,True,0.0006361007690429688,1,True
2106594721,10,0.0005261898040771484,1,True,0.0006566047668457031,1,True
2915135144,10,0.06871175765991211,1,True,0.06416869163513184,1,True
3258478862,10,0.002933979034423828,1,True,0.0007417201995849609,1,True
