model_seed,n_nodes,v3-time,v3-try,v3-succ,grad-time,grad-try,grad-succ
358097092,30,0.0025556087493896484,1,False,1.6588084697723389,1,False
3993804270,30,0.001605987548828125,1,True,0.0017096996307373047,1,True
2884344715,30,0.0013036727905273438,1,True,0.0015497207641601562,1,True
388539947,30,0.0018105506896972656,1,False,0.013142108917236328,1,False
3960410533,30,0.0021240711212158203,1,True,0.0027697086334228516,1,True
2611493231,30,0.0015606880187988281,1,False,0.08974027633666992,1,False
3540643944,30,0.0016548633575439453,1,False,0.24063992500305176,1,False
3583348101,30,0.001356363296508789,1,False,0.009473323822021484,1,True
3674986677,30,0.0020902156829833984,1,True,0.0020656585693359375,1,True
208405121,30,0.0017268657684326172,1,False,0.041170358657836914,1,True
1603914314,30,0.002675294876098633,1,False,0.007015705108642578,1,True
2248849449,30,0.002282381057739258,1,False,0.004914283752441406,1,True
3583662070,30,0.0072667598724365234,1,False,0.011406898498535156,1,True
4293088701,30,0.0015416145324707031,1,False,0.005234956741333008,1,True
229287490,30,0.0013196468353271484,1,False,0.15578866004943848,1,False
543777645,30,0.029520273208618164,1,False,0.41266584396362305,1,True
3950790829,30,0.0017392635345458984,1,False,0.14183568954467773,1,False
2655517749,30,0.016568660736083984,1,True,0.010547161102294922,1,True
2750397796,30,0.0022759437561035156,1,True,0.0020439624786376953,1,True
2451796219,30,0.0017669200897216797,1,False,0.018254518508911133,1,True
3345908107,30,0.001520395278930664,1,True,0.0017247200012207031,1,True
3035636988,30,0.10164284706115723,1,False,8.405328750610352,1,False
324681832,30,0.0889890193939209,1,False,15.50014328956604,1,False
3188389038,30,0.012212276458740234,1,True,0.0040302276611328125,1,True
3197190559,30,0.018625259399414062,1,True,0.001706838607788086,1,True
1910627861,30,0.0014531612396240234,1,True,0.001657247543334961,1,True
262117621,30,0.0023474693298339844,1,True,0.002221345901489258,1,True
1918147496,30,0.0015666484832763672,1,True,0.0017652511596679688,1,True
2136608302,30,0.011898994445800781,1,True,0.012691259384155273,1,True
437442209,30,0.0018820762634277344,1,True,0.0019528865814208984,1,True
1066646580,30,0.0013966560363769531,1,False,0.01788496971130371,1,True
2209109644,30,0.0015139579772949219,1,False,0.06017279624938965,1,True
1597834889,30,0.0014202594757080078,1,False,0.1825401782989502,1,False
3525481313,30,0.0014717578887939453,1,False,0.26714324951171875,1,False
1000977967,30,0.002997159957885742,1,False,0.29506993293762207,1,False
629365203,30,0.001512765884399414,1,False,0.021511077880859375,1,False
2286828283,30,0.0017392635345458984,1,True,0.001779794692993164,1,True
1042763288,30,0.0017499923706054688,1,True,0.0019826889038085938,1,True
1555476068,30,0.001378774642944336,1,False,0.12375664710998535,1,False
969651645,30,0.03507518768310547,1,True,0.03432345390319824,1,True
2215109920,30,0.0023751258850097656,1,False,0.1980757713317871,1,False
2694576497,30,0.0016498565673828125,1,False,0.04099249839782715,1,True
166181298,30,0.00708317756652832,1,True,0.0016813278198242188,1,True
3068141630,30,0.0013837814331054688,1,True,0.0015556812286376953,1,True
901909538,30,0.0014107227325439453,1,False,0.24250173568725586,1,False
3592604875,30,0.0032601356506347656,1,False,0.1475980281829834,1,True
2599043760,30,0.00128936767578125,1,False,0.022903919219970703,1,True
2163698318,30,0.00497746467590332,1,True,0.00497889518737793,1,True
1769805826,30,0.0015025138854980469,1,False,0.015447378158569336,1,True
3731133396,30,0.0018224716186523438,1,True,0.0019459724426269531,1,True
2937059558,30,0.018738746643066406,1,False,0.5932533740997314,1,False
826959064,30,0.0014605522155761719,1,True,0.0016143321990966797,1,True
